user_id,signup_date,plan_type,acquisition_channel,country
2153,2023-05-27,Pro,Organic,India
2154,2024-09-14,Pro,Organic,Canada
2155,2024-11-25,Basic,Paid Ads,India
2156,2024-03-24,Basic,Organic,UK
2157,2023-02-05,Basic,Organic,Canada
2158,2023-05-10,Basic,Organic,India
2159,2023-03-10,Basic,Referral,Canada
2160,2023-08-30,Pro,Referral,India
2161,2024-10-22,Pro,Paid Ads,Canada
2162,2024-01-11,Pro,Paid Ads,USA
2163,2024-01-06,Basic,Paid Ads,India
2164,2024-01-28,Pro,Organic,USA
2165,2024-08-03,Basic,Referral,India
2166,2023-02-03,Premium,Organic,USA
2167,2024-09-11,Pro,Organic,India
2168,2023-06-07,Basic,Organic,Canada
2169,2024-11-26,Pro,Paid Ads,USA
2170,2024-04-05,Basic,Paid Ads,Canada
2171,2024-01-15,Pro,Paid Ads,India
2172,2024-01-16,Basic,Organic,Canada
2173,2024-03-30,Basic,Paid Ads,India
2174,2023-03-20,Premium,Organic,Canada
2175,2024-08-10,Basic,Organic,USA
2176,2023-05-21,Pro,Organic,India
2177,2024-06-26,Basic,Paid Ads,Canada
2178,2024-01-11,Pro,Organic,India
2179,2024-02-12,Pro,Paid Ads,India
2180,2023-11-18,Pro,Paid Ads,India
2181,2024-10-27,Basic,Paid Ads,UK
2182,2023-10-13,Basic,Paid Ads,India
2183,2023-09-13,Basic,Organic,Canada
2184,2023-04-27,Basic,Organic,UK
2185,2023-01-27,Pro,Paid Ads,Canada
2186,2023-07-10,Premium,Paid Ads,UK
2187,2024-05-26,Premium,Referral,India
2188,2024-06-14,Pro,Referral,USA
2189,2024-02-01,Pro,Organic,USA
2190,2024-07-29,Pro,Organic,India
2191,2023-05-01,Basic,Paid Ads,UK
2192,2023-09-26,Premium,Organic,Canada
2193,2023-09-24,Pro,Organic,USA
2194,2024-12-21,Pro,Referral,India
2195,2024-04-01,Basic,Organic,India
2196,2023-08-08,Basic,Referral,UK
2197,2024-09-18,Basic,Paid Ads,USA
2198,2023-10-20,Premium,Paid Ads,India
2199,2024-12-11,Pro,Organic,USA
2200,2024-05-17,Basic,Organic,Canada
2201,2023-07-24,Premium,Paid Ads,India
2202,2023-05-06,Basic,Organic,India
2203,2023-05-19,Basic,Organic,Canada
2204,2023-03-17,Basic,Organic,India
2205,2024-04-07,Pro,Organic,UK
2206,2023-06-26,Premium,Organic,Canada
2207,2024-12-31,Basic,Paid Ads,UK
2208,2024-03-31,Premium,Organic,Canada
2209,2023-03-31,Basic,Organic,Canada
2210,2024-11-29,Premium,Paid Ads,UK
2211,2023-11-24,Pro,Referral,Canada
2212,2024-11-14,Pro,Organic,USA
2213,2023-12-22,Basic,Organic,UK
2214,2024-12-27,Premium,Paid Ads,Canada
2215,2023-03-08,Pro,Referral,UK
2216,2024-07-17,Basic,Paid Ads,Canada
2217,2024-07-09,Pro,Paid Ads,Canada
2218,2023-10-25,Basic,Organic,USA
2219,2023-11-04,Premium,Paid Ads,USA
2220,2023-06-11,Basic,Organic,USA
2221,2024-12-29,Pro,Paid Ads,Canada
2222,2024-12-27,Pro,Paid Ads,USA
2223,2024-12-18,Basic,Referral,UK
2224,2024-10-15,Basic,Organic,Canada
2225,2023-06-28,Basic,Organic,UK
2226,2024-01-06,Basic,Paid Ads,USA
2227,2024-06-04,Basic,Paid Ads,Canada
2228,2023-08-18,Pro,Paid Ads,UK
2229,2023-05-05,Basic,Organic,India
2230,2023-07-25,Basic,Organic,UK
2231,2023-05-23,Pro,Paid Ads,Canada
2232,2023-08-31,Basic,Organic,India
2233,2024-05-20,Premium,Referral,USA
2234,2023-01-27,Premium,Paid Ads,USA
2235,2024-01-05,Pro,Paid Ads,UK
2236,2024-07-21,Pro,Paid Ads,USA
2237,2024-08-09,Premium,Paid Ads,UK
2238,2024-01-13,Basic,Organic,UK
2239,2024-04-23,Basic,Referral,UK
2240,2024-07-18,Basic,Organic,UK
2241,2023-05-13,Pro,Paid Ads,Canada
2242,2024-09-18,Basic,Organic,Canada
2243,2023-03-30,Pro,Paid Ads,India
2244,2023-03-09,Premium,Organic,India
2245,2023-11-13,Premium,Organic,USA
2246,2024-02-12,Pro,Referral,Canada
2247,2024-05-05,Basic,Organic,India
2248,2024-06-22,Pro,Paid Ads,Canada
2249,2024-02-25,Pro,Referral,Canada
2250,2024-02-24,Basic,Organic,USA
2251,2024-08-11,Basic,Paid Ads,USA
2252,2023-03-17,Premium,Organic,UK
2253,2023-05-09,Pro,Organic,Canada
2254,2023-11-21,Pro,Organic,UK
2255,2024-10-19,Premium,Referral,UK
2256,2023-03-17,Pro,Organic,UK
2257,2024-04-05,Pro,Paid Ads,Canada
2258,2024-04-22,Basic,Paid Ads,Canada
2259,2024-11-27,Basic,Referral,UK
2260,2024-06-13,Basic,Organic,Canada
2261,2023-12-19,Pro,Paid Ads,UK
2262,2023-05-12,Pro,Paid Ads,India
2263,2024-07-18,Premium,Paid Ads,Canada
2264,2024-10-17,Basic,Referral,USA
2265,2024-08-24,Pro,Referral,USA
2266,2023-07-06,Pro,Organic,UK
2267,2023-05-13,Pro,Paid Ads,India
2268,2024-03-19,Pro,Organic,Canada
2269,2024-05-29,Basic,Organic,UK
2270,2023-02-26,Pro,Paid Ads,India
2271,2023-05-08,Basic,Organic,India
2272,2024-06-14,Basic,Organic,Canada
2273,2023-06-06,Basic,Referral,USA
2274,2023-11-08,Pro,Organic,USA
2275,2023-06-18,Premium,Referral,India
2276,2023-06-15,Pro,Paid Ads,USA
2277,2023-11-27,Pro,Paid Ads,India
2278,2024-12-27,Pro,Referral,India
2279,2023-08-19,Pro,Organic,India
2280,2023-12-21,Basic,Organic,USA
2281,2024-06-15,Basic,Organic,UK
2282,2023-10-18,Basic,Organic,USA
2283,2023-03-22,Basic,Referral,UK
2284,2023-09-14,Basic,Referral,USA
2285,2023-07-21,Basic,Organic,Canada
2286,2024-10-12,Basic,Organic,Canada
2287,2024-07-18,Premium,Organic,USA
2288,2023-10-09,Basic,Organic,Canada
2289,2023-05-09,Basic,Paid Ads,Canada
2290,2024-10-02,Basic,Organic,Canada
2291,2023-11-07,Pro,Paid Ads,Canada
2292,2024-09-21,Basic,Organic,UK
2293,2024-06-30,Basic,Organic,India
2294,2023-04-06,Pro,Paid Ads,UK
2295,2024-05-29,Basic,Paid Ads,India
2296,2024-10-18,Basic,Referral,India
2297,2023-06-22,Basic,Referral,USA
2298,2024-08-29,Basic,Organic,USA
2299,2024-08-17,Basic,Organic,USA
2300,2023-06-07,Basic,Referral,USA
2301,2023-06-25,Pro,Referral,USA
2302,2024-11-05,Pro,Referral,UK
2303,2024-10-01,Pro,Organic,UK
2304,2024-09-11,Basic,Referral,Canada
2305,2023-12-12,Premium,Organic,UK
2306,2024-07-31,Basic,Paid Ads,UK
2307,2023-02-12,Basic,Referral,USA
2308,2023-01-30,Pro,Organic,Canada
2309,2023-03-25,Basic,Referral,UK
2310,2023-02-16,Basic,Organic,UK
2311,2024-10-18,Pro,Referral,Canada
2312,2024-08-13,Premium,Organic,India
2313,2023-09-29,Basic,Referral,USA
2314,2024-10-28,Pro,Organic,UK
2315,2023-08-04,Premium,Paid Ads,UK
2316,2024-08-08,Basic,Paid Ads,Canada
2317,2024-03-02,Basic,Paid Ads,UK
2318,2024-09-24,Basic,Organic,USA
2319,2024-10-16,Basic,Paid Ads,UK
2320,2023-02-01,Basic,Organic,India
2321,2024-05-24,Premium,Paid Ads,USA
2322,2024-10-04,Pro,Organic,India
2323,2024-07-12,Pro,Referral,Canada
2324,2023-10-24,Basic,Organic,USA
2325,2024-10-19,Pro,Organic,UK
2326,2023-11-06,Premium,Organic,USA
2327,2024-05-09,Pro,Organic,USA
2328,2023-09-08,Basic,Organic,USA
2329,2024-12-02,Pro,Paid Ads,India
2330,2024-02-20,Basic,Referral,Canada
2331,2023-11-01,Basic,Paid Ads,USA
2332,2024-04-09,Basic,Paid Ads,UK
2333,2023-03-16,Pro,Organic,USA
2334,2024-12-06,Pro,Paid Ads,USA
2335,2023-03-03,Basic,Organic,Canada
2336,2023-06-11,Basic,Paid Ads,UK
2337,2024-03-26,Basic,Organic,UK
2338,2024-03-01,Basic,Organic,India
2339,2024-05-10,Basic,Organic,UK
2340,2024-04-20,Basic,Referral,UK
2341,2023-07-28,Pro,Organic,UK
2342,2023-12-15,Basic,Paid Ads,USA
2343,2024-09-13,Basic,Organic,India
2344,2023-05-28,Basic,Paid Ads,UK
2345,2023-11-17,Premium,Referral,UK
2346,2023-11-23,Pro,Organic,UK
2347,2023-12-20,Pro,Paid Ads,USA
2348,2024-02-13,Basic,Referral,USA
2349,2023-05-14,Pro,Paid Ads,India
2350,2024-01-15,Basic,Paid Ads,Canada
2351,2024-06-11,Pro,Paid Ads,India
2352,2024-07-29,Premium,Paid Ads,USA
2353,2023-04-19,Pro,Organic,UK
2354,2023-11-23,Premium,Referral,UK
2355,2023-09-05,Pro,Organic,India
2356,2024-04-22,Basic,Organic,UK
2357,2023-05-06,Premium,Paid Ads,USA
2358,2023-10-01,Basic,Organic,India
2359,2024-04-05,Pro,Organic,Canada
2360,2023-09-11,Basic,Paid Ads,USA
2361,2023-05-25,Basic,Referral,USA
2362,2023-04-10,Basic,Referral,UK
2363,2023-02-21,Basic,Referral,USA
2364,2023-10-25,Basic,Referral,USA
2365,2024-01-29,Pro,Organic,Canada
2366,2024-09-22,Basic,Organic,UK
2367,2024-03-04,Basic,Referral,USA
2368,2023-09-12,Pro,Organic,UK
2369,2023-06-13,Basic,Paid Ads,USA
2370,2023-12-02,Pro,Paid Ads,Canada
2371,2024-08-14,Pro,Organic,UK
2372,2023-11-17,Pro,Referral,UK
2373,2023-07-14,Pro,Paid Ads,Canada
2374,2023-06-13,Basic,Paid Ads,India
2375,2024-05-25,Pro,Referral,USA
2376,2024-06-11,Basic,Paid Ads,USA
2377,2024-04-23,Basic,Organic,India
2378,2024-05-25,Pro,Paid Ads,UK
2379,2023-11-12,Basic,Referral,UK
2380,2024-05-24,Pro,Paid Ads,Canada
2381,2023-01-24,Pro,Paid Ads,Canada
2382,2023-04-03,Premium,Paid Ads,Canada
2383,2024-02-07,Premium,Organic,India
2384,2024-06-01,Basic,Referral,India
2385,2024-04-13,Basic,Referral,UK
2386,2023-09-04,Pro,Organic,Canada
2387,2023-08-09,Basic,Organic,UK
2388,2024-08-20,Pro,Referral,India
2389,2023-12-28,Pro,Referral,USA
2390,2023-02-19,Pro,Referral,UK
2391,2023-02-21,Basic,Referral,India
2392,2023-10-16,Basic,Paid Ads,Canada
2393,2024-05-21,Basic,Paid Ads,USA
2394,2024-09-03,Basic,Paid Ads,USA
2395,2024-10-31,Premium,Organic,USA
2396,2024-11-19,Basic,Paid Ads,Canada
2397,2024-04-26,Basic,Paid Ads,USA
2398,2023-10-20,Basic,Paid Ads,India
2399,2024-07-03,Pro,Paid Ads,UK
2400,2023-01-09,Pro,Paid Ads,USA
2401,2023-04-21,Basic,Organic,USA
2402,2024-03-17,Basic,Organic,India
2403,2023-05-18,Basic,Organic,Canada
2404,2023-09-28,Basic,Organic,USA
2405,2024-01-10,Pro,Referral,India
2406,2024-02-17,Pro,Organic,India
2407,2024-01-10,Basic,Organic,Canada
2408,2023-02-16,Basic,Paid Ads,Canada
2409,2024-02-15,Premium,Paid Ads,UK
2410,2023-02-22,Basic,Organic,USA
2411,2024-08-06,Pro,Paid Ads,UK
2412,2024-07-29,Basic,Paid Ads,India
2413,2023-07-19,Basic,Organic,USA
2414,2024-01-07,Basic,Organic,India
2415,2024-07-20,Pro,Referral,India
2416,2023-10-23,Premium,Referral,India
2417,2023-03-17,Basic,Paid Ads,Canada
2418,2024-01-31,Basic,Organic,Canada
2419,2024-05-31,Basic,Organic,USA
2420,2024-04-06,Basic,Paid Ads,India
2421,2024-07-17,Basic,Organic,India
2422,2023-10-14,Basic,Organic,USA
2423,2024-09-30,Pro,Paid Ads,UK
2424,2024-11-27,Basic,Organic,India
2425,2024-09-17,Basic,Paid Ads,Canada
2426,2023-05-02,Premium,Referral,UK
2427,2023-05-12,Basic,Organic,UK
2428,2023-04-10,Premium,Referral,UK
2429,2024-02-08,Basic,Organic,UK
2430,2024-01-18,Premium,Referral,UK
2431,2023-12-14,Pro,Organic,UK
2432,2024-07-25,Pro,Organic,USA
2433,2024-01-10,Premium,Paid Ads,USA
2434,2023-05-28,Basic,Paid Ads,UK
2435,2023-07-23,Premium,Referral,Canada
2436,2024-09-08,Basic,Organic,USA
2437,2024-06-05,Basic,Organic,USA
2438,2024-02-16,Basic,Paid Ads,UK
2439,2024-05-27,Pro,Paid Ads,Canada
2440,2023-02-11,Basic,Organic,UK
2441,2023-02-16,Pro,Paid Ads,Canada
2442,2023-02-09,Pro,Paid Ads,Canada
2443,2023-05-21,Pro,Referral,India
2444,2024-12-31,Pro,Referral,USA
2445,2023-12-08,Basic,Organic,UK
2446,2024-04-30,Basic,Paid Ads,USA
2447,2024-06-15,Basic,Organic,USA
2448,2024-04-12,Basic,Paid Ads,Canada
2449,2023-06-02,Basic,Paid Ads,USA
2450,2024-09-12,Basic,Referral,India
2451,2024-06-11,Basic,Paid Ads,UK
2452,2023-05-24,Premium,Referral,USA
2453,2023-12-02,Pro,Referral,UK
2454,2024-09-19,Basic,Referral,USA
2455,2023-11-23,Pro,Referral,UK
2456,2023-06-16,Basic,Paid Ads,UK
2457,2024-02-07,Basic,Organic,UK
2458,2024-09-23,Pro,Organic,USA
2459,2023-11-03,Basic,Organic,India
2460,2024-08-30,Basic,Paid Ads,UK
2461,2023-12-11,Premium,Paid Ads,Canada
2462,2024-06-03,Premium,Paid Ads,Canada
2463,2024-06-05,Pro,Referral,Canada
2464,2024-06-29,Pro,Referral,India
2465,2024-05-16,Pro,Organic,UK
2466,2024-12-26,Basic,Organic,India
2467,2024-07-30,Basic,Organic,UK
2468,2023-11-03,Basic,Organic,India
2469,2024-05-01,Basic,Paid Ads,UK
2470,2023-01-18,Pro,Paid Ads,Canada
2471,2024-01-13,Basic,Paid Ads,UK
2472,2023-12-06,Premium,Referral,India
2473,2024-11-20,Premium,Referral,UK
2474,2023-04-23,Pro,Organic,USA
2475,2024-03-02,Pro,Paid Ads,UK
2476,2024-08-20,Premium,Organic,Canada
2477,2023-11-12,Basic,Organic,UK
2478,2024-12-05,Pro,Organic,USA
2479,2024-10-06,Basic,Paid Ads,USA
2480,2023-01-28,Pro,Organic,USA
2481,2024-09-03,Basic,Organic,India
2482,2024-04-30,Premium,Paid Ads,USA
2483,2023-09-29,Premium,Paid Ads,India
2484,2024-11-02,Basic,Organic,USA
2485,2024-08-15,Basic,Organic,India
2486,2024-08-14,Premium,Referral,USA
2487,2023-08-22,Basic,Organic,USA
2488,2023-02-22,Premium,Referral,UK
2489,2024-08-20,Pro,Paid Ads,USA
2490,2024-05-06,Basic,Organic,UK
2491,2023-06-24,Basic,Organic,USA
2492,2024-06-20,Basic,Organic,USA
2493,2024-10-06,Pro,Organic,UK
2494,2024-09-26,Basic,Organic,UK
2495,2024-01-25,Pro,Paid Ads,India
2496,2023-06-01,Basic,Organic,Canada
2497,2024-11-28,Pro,Paid Ads,UK
2498,2023-09-06,Premium,Paid Ads,India
2499,2023-02-02,Premium,Organic,USA
2500,2024-08-09,Basic,Organic,UK
2501,2024-12-18,Pro,Organic,UK
2502,2023-04-23,Pro,Organic,USA
2503,2023-07-15,Pro,Paid Ads,USA
2504,2023-01-20,Premium,Organic,USA
2505,2024-03-27,Basic,Paid Ads,USA
2506,2023-11-18,Basic,Organic,Canada
2507,2024-03-04,Premium,Paid Ads,UK
2508,2023-06-05,Basic,Paid Ads,USA
2509,2024-02-27,Pro,Paid Ads,USA
2510,2024-12-08,Premium,Organic,Canada
2511,2023-07-28,Basic,Organic,UK
2512,2024-02-25,Premium,Paid Ads,India
2513,2024-05-28,Basic,Organic,UK
2514,2024-09-18,Pro,Organic,India
2515,2024-04-27,Pro,Paid Ads,Canada
2516,2023-03-05,Premium,Paid Ads,USA
2517,2024-12-23,Basic,Paid Ads,Canada
2518,2023-05-22,Basic,Paid Ads,UK
2519,2024-06-15,Pro,Paid Ads,USA
2520,2023-08-01,Pro,Paid Ads,UK
2521,2024-07-28,Pro,Paid Ads,India
2522,2023-11-29,Basic,Paid Ads,UK
2523,2024-11-09,Basic,Referral,Canada
2524,2024-05-04,Basic,Organic,Canada
2525,2024-06-22,Pro,Organic,Canada
2526,2024-01-21,Basic,Paid Ads,USA
2527,2023-11-18,Basic,Paid Ads,UK
2528,2023-06-27,Premium,Organic,USA
2529,2024-04-15,Basic,Referral,UK
2530,2024-06-29,Premium,Organic,India
2531,2023-12-17,Pro,Paid Ads,UK
2532,2024-07-13,Pro,Paid Ads,UK
2533,2023-12-29,Basic,Referral,UK
2534,2024-11-23,Basic,Organic,UK
2535,2024-11-28,Pro,Paid Ads,India
2536,2024-10-20,Pro,Organic,USA
2537,2024-12-10,Pro,Organic,Canada
2538,2023-09-28,Basic,Organic,UK
2539,2024-09-16,Pro,Paid Ads,Canada
2540,2024-05-10,Pro,Paid Ads,Canada
2541,2023-07-16,Pro,Organic,Canada
2542,2023-09-10,Pro,Paid Ads,Canada
2543,2023-10-13,Pro,Paid Ads,UK
2544,2024-07-25,Pro,Paid Ads,Canada
2545,2023-11-02,Basic,Referral,UK
2546,2023-08-19,Basic,Organic,India
2547,2023-11-01,Basic,Referral,USA
2548,2023-10-23,Basic,Referral,USA
2549,2024-12-22,Basic,Organic,UK
2550,2023-08-01,Basic,Organic,UK
2551,2024-12-07,Basic,Organic,USA
2552,2024-12-22,Basic,Organic,Canada
2553,2024-05-15,Pro,Paid Ads,UK
2554,2023-11-21,Premium,Paid Ads,Canada
2555,2024-05-06,Basic,Paid Ads,UK
2556,2023-12-24,Premium,Paid Ads,UK
2557,2024-07-27,Pro,Organic,India
2558,2023-10-08,Basic,Referral,India
2559,2023-10-22,Basic,Organic,USA
2560,2023-05-05,Pro,Referral,India
2561,2024-08-10,Pro,Organic,India
2562,2024-11-23,Pro,Referral,USA
2563,2024-07-10,Basic,Organic,Canada
2564,2024-01-24,Basic,Organic,India
2565,2024-02-09,Basic,Organic,Canada
2566,2023-12-20,Basic,Paid Ads,USA
2567,2023-05-30,Basic,Referral,UK
2568,2023-10-25,Basic,Organic,Canada
2569,2023-02-13,Pro,Referral,USA
2570,2023-10-22,Premium,Paid Ads,Canada
2571,2023-03-22,Basic,Paid Ads,USA
2572,2023-12-21,Premium,Referral,USA
2573,2024-03-28,Basic,Organic,UK
2574,2024-11-02,Basic,Organic,Canada
2575,2023-09-20,Basic,Referral,UK
2576,2024-05-05,Pro,Referral,UK
2577,2023-08-08,Premium,Referral,Canada
2578,2023-07-26,Pro,Referral,Canada
2579,2024-07-05,Basic,Organic,USA
2580,2023-10-05,Pro,Referral,Canada
2581,2024-07-29,Basic,Organic,USA
2582,2024-12-13,Premium,Referral,USA
2583,2023-10-06,Pro,Paid Ads,USA
2584,2023-05-21,Basic,Paid Ads,USA
2585,2023-04-22,Pro,Paid Ads,USA
2586,2024-09-22,Pro,Organic,USA
2587,2024-08-23,Basic,Organic,Canada
2588,2023-09-03,Pro,Referral,Canada
2589,2023-09-06,Basic,Referral,India
2590,2023-02-21,Pro,Organic,Canada
2591,2024-11-16,Pro,Paid Ads,UK
2592,2024-06-27,Pro,Paid Ads,India
2593,2023-08-20,Pro,Organic,Canada
2594,2024-10-15,Pro,Organic,UK
2595,2023-08-27,Basic,Referral,Canada
2596,2023-02-23,Pro,Paid Ads,USA
2597,2023-04-13,Basic,Paid Ads,India
2598,2024-02-28,Basic,Paid Ads,USA
2599,2023-12-05,Basic,Organic,India
2600,2024-04-28,Basic,Paid Ads,India
2601,2023-04-13,Pro,Organic,USA
2602,2024-11-28,Basic,Organic,India
2603,2023-05-21,Pro,Paid Ads,India
2604,2023-01-06,Basic,Referral,Canada
2605,2024-07-17,Basic,Organic,UK
2606,2023-06-11,Pro,Organic,USA
2607,2024-02-21,Basic,Paid Ads,Canada
2608,2024-10-30,Basic,Referral,Canada
2609,2024-05-02,Pro,Paid Ads,USA
2610,2024-05-03,Basic,Referral,India
2611,2024-10-28,Pro,Paid Ads,USA
2612,2023-07-24,Basic,Paid Ads,UK
2613,2023-10-22,Basic,Organic,UK
2614,2023-11-25,Pro,Organic,USA
2615,2023-10-20,Basic,Organic,Canada
2616,2024-10-23,Basic,Paid Ads,USA
2617,2023-03-02,Basic,Referral,UK
2618,2023-04-02,Basic,Referral,USA
2619,2024-10-29,Pro,Organic,India
2620,2024-08-10,Basic,Organic,USA
2621,2023-08-26,Pro,Organic,Canada
2622,2024-07-01,Premium,Organic,India
2623,2023-02-08,Basic,Paid Ads,UK
2624,2023-06-29,Premium,Referral,USA
2625,2024-03-03,Basic,Referral,Canada
2626,2023-06-30,Premium,Paid Ads,Canada
2627,2023-02-07,Basic,Referral,UK
2628,2024-02-11,Pro,Paid Ads,USA
2629,2024-05-22,Basic,Organic,Canada
2630,2023-07-10,Basic,Paid Ads,India
2631,2023-10-24,Pro,Paid Ads,USA
2632,2023-02-08,Pro,Paid Ads,UK
2633,2023-01-10,Basic,Organic,India
2634,2023-11-02,Basic,Organic,USA
2635,2024-08-04,Pro,Organic,Canada
2636,2024-09-09,Pro,Referral,UK
2637,2023-04-20,Premium,Organic,UK
2638,2023-12-10,Pro,Paid Ads,USA
2639,2023-10-19,Premium,Paid Ads,UK
2640,2024-04-10,Pro,Organic,India
2641,2024-10-18,Basic,Paid Ads,USA
2642,2024-07-10,Basic,Referral,India
2643,2024-06-20,Pro,Paid Ads,UK
2644,2024-05-20,Pro,Referral,UK
2645,2023-05-18,Basic,Organic,UK
2646,2024-05-31,Basic,Organic,India
2647,2024-04-24,Premium,Referral,UK
2648,2023-10-07,Pro,Referral,USA
2649,2023-07-17,Basic,Referral,Canada
2650,2023-04-26,Basic,Paid Ads,USA
2651,2023-12-05,Basic,Referral,Canada
2652,2023-06-16,Basic,Referral,UK
2653,2024-04-14,Basic,Referral,USA
2654,2024-10-25,Basic,Paid Ads,India
2655,2023-09-21,Pro,Organic,Canada
2656,2023-07-10,Basic,Referral,India
2657,2023-01-15,Pro,Organic,Canada
2658,2023-12-12,Premium,Paid Ads,UK
2659,2023-10-30,Basic,Organic,USA
2660,2024-08-04,Pro,Paid Ads,Canada
2661,2024-11-21,Basic,Paid Ads,USA
2662,2023-07-17,Premium,Organic,Canada
2663,2023-06-29,Basic,Referral,Canada
2664,2024-09-17,Pro,Organic,UK
2665,2024-10-16,Pro,Paid Ads,Canada
2666,2024-02-20,Basic,Organic,India
2667,2024-03-13,Basic,Organic,Canada
2668,2024-06-11,Pro,Organic,Canada
2669,2023-12-02,Pro,Paid Ads,Canada
2670,2023-03-30,Basic,Organic,UK
2671,2024-02-15,Pro,Referral,USA
2672,2024-11-16,Basic,Organic,USA
2673,2023-04-08,Pro,Organic,UK
2674,2023-07-09,Basic,Organic,India
2675,2023-05-24,Premium,Organic,India
2676,2024-05-03,Basic,Paid Ads,UK
2677,2023-11-28,Basic,Referral,USA
2678,2023-09-12,Basic,Paid Ads,India
2679,2023-01-07,Basic,Organic,UK
2680,2023-09-25,Pro,Organic,USA
2681,2024-01-28,Basic,Paid Ads,India
2682,2023-08-30,Pro,Referral,India
2683,2024-04-02,Basic,Organic,UK
2684,2023-10-01,Basic,Paid Ads,USA
2685,2023-12-04,Basic,Organic,India
2686,2023-11-06,Basic,Organic,UK
2687,2024-08-19,Basic,Paid Ads,India
2688,2024-08-09,Basic,Organic,USA
2689,2023-01-12,Basic,Paid Ads,Canada
2690,2023-09-25,Basic,Organic,India
2691,2024-10-31,Pro,Paid Ads,USA
2692,2024-01-04,Pro,Organic,India
2693,2024-12-10,Basic,Referral,Canada
2694,2023-08-30,Basic,Organic,Canada
2695,2023-03-05,Premium,Referral,India
2696,2024-11-14,Pro,Referral,UK
2697,2023-05-02,Pro,Referral,India
2698,2024-04-21,Basic,Paid Ads,USA
2699,2023-11-11,Pro,Paid Ads,UK
2700,2023-06-13,Pro,Organic,USA
2701,2024-02-20,Pro,Organic,USA
2702,2024-12-03,Premium,Organic,UK
2703,2024-05-29,Basic,Organic,Canada
2704,2024-12-21,Basic,Referral,USA
2705,2023-11-15,Pro,Organic,India
2706,2024-12-07,Pro,Paid Ads,Canada
2707,2023-05-01,Basic,Paid Ads,Canada
2708,2024-10-16,Basic,Paid Ads,UK
2709,2023-10-30,Basic,Paid Ads,India
2710,2024-01-12,Basic,Organic,India
2711,2024-09-21,Pro,Paid Ads,Canada
2712,2023-08-15,Pro,Organic,USA
2713,2023-08-13,Basic,Referral,USA
2714,2023-05-17,Basic,Paid Ads,India
2715,2024-05-04,Basic,Referral,Canada
2716,2023-06-06,Basic,Organic,Canada
2717,2024-04-10,Pro,Organic,Canada
2718,2024-09-12,Premium,Organic,UK
2719,2024-01-18,Pro,Organic,India
2720,2024-03-01,Basic,Organic,India
2721,2024-12-19,Premium,Paid Ads,USA
2722,2024-07-16,Pro,Organic,USA
2723,2024-04-27,Pro,Paid Ads,India
2724,2024-07-04,Basic,Referral,India
2725,2024-11-11,Basic,Paid Ads,USA
2726,2023-08-12,Basic,Organic,India
2727,2023-09-11,Basic,Organic,USA
2728,2024-11-27,Basic,Paid Ads,India
2729,2024-09-02,Basic,Organic,UK
2730,2023-03-25,Basic,Paid Ads,UK
2731,2024-06-22,Pro,Organic,Canada
2732,2024-04-02,Basic,Referral,India
2733,2024-06-24,Basic,Paid Ads,USA
2734,2024-12-21,Premium,Paid Ads,India
2735,2024-01-06,Premium,Organic,India
2736,2023-03-21,Pro,Organic,Canada
2737,2024-07-31,Premium,Paid Ads,USA
2738,2023-04-25,Pro,Paid Ads,India
2739,2023-03-05,Premium,Organic,USA
2740,2024-07-14,Basic,Organic,India
2741,2024-06-01,Basic,Organic,Canada
2742,2023-07-27,Basic,Paid Ads,USA
2743,2024-08-09,Basic,Organic,India
2744,2024-07-03,Basic,Paid Ads,UK
2745,2023-06-03,Pro,Paid Ads,USA
2746,2023-06-18,Pro,Paid Ads,Canada
2747,2023-12-02,Pro,Referral,UK
2748,2024-06-16,Basic,Referral,USA
2749,2024-03-28,Pro,Paid Ads,USA
2750,2023-04-30,Pro,Organic,USA
2751,2024-11-27,Basic,Organic,USA
2752,2023-07-30,Pro,Paid Ads,India
2753,2024-08-20,Basic,Paid Ads,India
2754,2024-05-15,Basic,Paid Ads,USA
2755,2023-04-04,Premium,Organic,Canada
2756,2024-06-06,Basic,Paid Ads,India
2757,2024-04-01,Basic,Organic,USA
2758,2023-02-26,Premium,Paid Ads,USA
2759,2024-04-09,Pro,Organic,Canada
2760,2023-05-16,Basic,Paid Ads,Canada
2761,2024-06-09,Basic,Organic,Canada
2762,2024-03-01,Basic,Organic,UK
2763,2024-04-12,Pro,Paid Ads,USA
2764,2024-07-31,Basic,Organic,Canada
2765,2023-03-01,Basic,Paid Ads,USA
2766,2024-07-26,Premium,Paid Ads,India
2767,2024-04-18,Pro,Paid Ads,USA
2768,2024-11-19,Basic,Organic,USA
2769,2023-11-12,Pro,Paid Ads,UK
2770,2023-01-23,Pro,Paid Ads,India
2771,2024-02-10,Basic,Paid Ads,India
2772,2023-09-18,Basic,Paid Ads,UK
2773,2023-01-04,Pro,Organic,Canada
2774,2023-08-12,Basic,Organic,Canada
2775,2024-08-15,Pro,Organic,USA
2776,2023-03-16,Basic,Organic,UK
2777,2023-02-16,Basic,Organic,Canada
2778,2024-03-09,Basic,Paid Ads,India
2779,2023-12-19,Basic,Paid Ads,UK
2780,2024-12-18,Basic,Organic,Canada
2781,2023-03-07,Basic,Referral,India
2782,2024-07-08,Pro,Paid Ads,UK
2783,2023-03-03,Premium,Referral,USA
2784,2023-03-12,Pro,Paid Ads,USA
