user_id,avg_weekly_logins,feature_usage_score,support_tickets_last_30d,last_active_date
2040,0,62,1,2025-06-04
2041,2,43,1,2025-07-15
2042,1,37,0,2024-07-11
2043,1,63,0,2026-02-01
2044,3,40,0,2023-07-18
2045,2,75,1,2024-05-02
2046,2,57,0,2025-01-24
2047,3,72,2,2024-08-16
2048,2,40,2,2025-01-05
2049,3,37,1,2025-05-08
2050,3,93,1,2025-02-03
2051,2,57,1,2024-05-04
2052,4,78,2,2023-09-09
2053,2,31,1,2024-08-24
2054,3,54,2,2023-06-19
2055,2,86,0,2025-01-02
2056,2,28,2,2024-04-14
2057,2,100,2,2026-04-04
2058,3,64,1,2026-02-25
2059,3,43,2,2024-04-20
2060,3,67,1,2025-08-26
2061,2,82,0,2024-11-07
2062,3,43,1,2024-08-17
2063,1,46,1,2024-02-16
2064,4,64,0,2024-07-10
2065,4,69,1,2024-11-27
2066,2,56,0,2025-04-21
2067,1,68,0,2025-01-01
2068,3,77,1,2024-12-17
2069,3,63,0,2025-08-13
2070,2,46,1,2024-05-23
2071,4,59,1,2025-08-28
2072,4,95,2,2025-01-25
2073,2,66,4,2026-02-27
2074,4,84,1,2024-03-10
2075,3,49,2,2024-02-17
2076,1,65,0,2024-08-09
2077,4,75,1,2025-04-17
2078,0,89,1,2024-03-27
2079,5,84,1,2024-06-24
2080,1,37,0,2024-10-07
2081,4,83,0,2023-09-20
2082,2,93,2,2023-08-29
2083,1,48,1,2024-03-19
2084,5,42,2,2023-12-30
2085,3,59,1,2024-02-27
2086,2,63,3,2025-07-12
2087,2,52,1,2024-04-12
2088,7,36,0,2026-02-28
2089,4,89,2,2024-09-23
2090,2,42,3,2024-03-10
2091,0,49,0,2023-12-31
2092,2,62,3,2026-02-16
2093,1,30,1,2024-02-29
2094,2,29,0,2024-11-21
2095,3,51,1,2024-03-15
2096,3,76,1,2023-04-19
2097,3,63,2,2025-06-23
2098,4,18,1,2024-07-25
2099,1,87,2,2024-08-22
2100,4,75,0,2023-12-02
2101,4,63,0,2024-09-22
2102,2,63,0,2025-01-15
2103,4,73,2,2024-09-09
2104,6,100,2,2025-04-07
2105,6,77,4,2025-09-19
2106,2,65,1,2024-09-20
2107,2,35,0,2024-02-08
2108,0,63,0,2025-01-08
2109,3,75,0,2025-01-30
2110,1,57,4,2024-12-20
2111,5,49,1,2024-11-05
2112,5,71,4,2024-10-26
2113,3,40,0,2023-11-21
2114,2,77,3,2023-09-12
2115,3,51,0,2025-05-02
2116,4,17,0,2023-08-12
2117,2,50,1,2025-03-27
2118,3,58,1,2025-05-11
2119,2,71,2,2024-06-10
2120,2,68,1,2025-11-21
2121,1,34,1,2024-07-29
2122,1,62,3,2025-01-06
2123,5,49,3,2024-05-31
2124,2,52,0,2023-10-14
2125,5,40,0,2025-06-23
2126,2,58,0,2026-02-24
2127,1,100,0,2024-02-03
2128,5,97,0,2024-04-09
2129,4,40,0,2024-09-25
2130,3,61,0,2025-02-19
2131,1,53,0,2024-10-22
2132,6,62,0,2024-02-01
2133,2,78,1,2026-07-05
2134,3,57,3,2025-05-21
2135,0,45,2,2025-02-11
2136,3,83,1,2025-03-23
2137,4,35,1,2024-05-27
2138,4,63,1,2024-10-03
2139,4,30,0,2024-12-07
2140,0,39,2,2024-10-30
2141,4,74,1,2025-05-09
2142,5,46,0,2025-09-12
2143,3,22,1,2023-08-29
2144,2,45,2,2024-03-17
2145,3,43,0,2025-08-28
2146,5,34,0,2025-01-06
2147,0,71,1,2025-01-01
2148,4,29,0,2024-06-15
2149,1,48,2,2025-12-11
2150,6,62,1,2026-05-10
2151,3,53,0,2024-02-12
2152,4,51,2,2023-05-25
2153,1,45,2,2024-10-19
2154,4,35,1,2024-12-19
2155,6,47,1,2025-06-14
2156,2,73,0,2025-09-25
2157,6,51,1,2024-04-07
2158,4,63,1,2024-11-11
2159,4,82,5,2024-04-26
2160,3,71,1,2025-02-20
2161,3,34,1,2026-05-06
2162,2,68,1,2025-05-30
2163,3,80,2,2024-08-06
2164,3,48,1,2025-01-21
2165,3,28,0,2025-09-19
2166,2,51,2,2024-08-24
2167,2,63,1,2026-02-17
2168,5,71,1,2024-11-24
2169,1,49,1,2026-04-25
2170,2,19,3,2025-02-03
2171,6,34,1,2025-03-30
2172,4,67,1,2024-03-23
2173,1,99,4,2024-11-27
2174,3,59,0,2023-11-29
2175,3,86,1,2025-04-04
2176,2,38,0,2024-09-24
2177,1,47,0,2025-03-23
2178,4,13,0,2025-03-21
2179,5,67,0,2024-10-22
2180,2,42,2,2024-10-26
2181,1,71,1,2026-02-04
2182,4,49,1,2024-12-02
2183,3,100,0,2024-03-21
2184,5,95,0,2024-06-13
2185,2,13,1,2023-11-13
2186,1,71,3,2025-02-22
2187,2,45,0,2024-09-19
2188,1,72,0,2024-11-28
2189,7,33,0,2024-05-27
2190,2,88,1,2025-06-26
2191,6,80,0,2024-08-28
2192,3,31,1,2025-04-09
2193,1,56,2,2024-10-18
2194,4,63,1,2025-09-12
2195,7,74,1,2024-06-12
2196,0,59,1,2024-12-26
2197,5,75,0,2026-03-26
2198,3,58,1,2024-10-28
2199,5,72,2,2026-03-22
2200,3,32,0,2025-09-20
2201,2,59,2,2024-12-13
2202,3,83,2,2024-08-20
2203,2,88,0,2024-08-09
2204,5,63,1,2024-04-26
2205,3,58,1,2025-09-28
2206,4,87,1,2024-06-14
2207,2,57,0,2025-11-05
2208,1,82,3,2025-05-26
2209,5,57,0,2023-05-25
2210,4,60,0,2025-06-30
2211,5,37,2,2025-03-20
2212,5,35,1,2025-08-10
2213,3,79,1,2024-10-18
2214,5,94,1,2025-04-13
2215,2,62,1,2024-04-08
2216,1,56,0,2024-11-08
2217,3,80,0,2025-06-05
2218,6,66,0,2025-04-20
2219,4,12,2,2025-05-12
2220,1,79,1,2025-01-20
2221,6,33,2,2025-04-18
2222,3,59,1,2025-11-05
2223,2,51,3,2025-09-07
2224,0,47,0,2025-02-22
2225,4,60,3,2023-11-26
2226,1,77,0,2024-04-18
2227,4,60,0,2025-07-07
2228,2,88,3,2023-10-26
2229,6,90,1,2024-12-14
2230,2,90,1,2024-03-16
2231,2,58,0,2024-05-28
2232,6,50,1,2024-04-18
2233,5,59,0,2025-05-22
2234,1,82,2,2023-11-09
2235,4,81,0,2024-12-09
2236,1,8,2,2025-05-28
2237,4,66,0,2025-03-22
2238,3,12,1,2024-07-02
2239,3,59,3,2025-11-30
2240,3,49,3,2025-05-11
2241,1,43,1,2023-06-20
2242,3,76,0,2025-08-20
2243,2,47,2,2024-02-11
2244,3,59,1,2024-03-27
2245,3,41,2,2025-01-29
2246,1,61,0,2025-05-02
2247,3,79,1,2024-06-16
2248,4,42,2,2025-11-17
2249,3,72,0,2025-09-01
2250,4,61,2,2024-08-24
2251,4,60,1,2025-10-22
2252,2,52,4,2023-12-05
2253,2,75,3,2024-01-26
2254,0,73,1,2024-07-22
2255,2,57,0,2026-03-18
2256,4,64,1,2023-12-11
2257,3,74,0,2025-10-15
2258,2,70,2,2025-12-08
2259,6,53,2,2026-04-20
2260,1,83,0,2025-10-28
2261,2,77,0,2024-12-31
2262,6,100,0,2023-09-06
2263,1,28,1,2025-07-03
2264,2,74,2,2025-05-27
2265,5,83,0,2025-12-06
2266,3,80,0,2024-10-05
2267,7,54,2,2024-01-12
2268,2,32,0,2025-07-11
2269,2,90,1,2025-10-01
2270,1,50,1,2023-04-27
2271,0,54,1,2024-06-24
2272,2,100,1,2024-12-03
2273,2,34,0,2023-11-14
2274,4,76,0,2024-10-15
2275,1,44,1,2023-07-27
2276,6,44,1,2024-12-07
2277,3,63,0,2024-12-24
2278,6,73,3,2026-01-08
2279,5,79,1,2024-05-05
2280,1,81,0,2025-03-24
2281,3,45,1,2025-09-23
2282,5,37,1,2025-01-03
2283,1,53,2,2024-10-22
2284,4,66,1,2024-08-15
2285,3,55,1,2024-07-18
2286,1,0,0,2024-12-04
2287,2,23,2,2024-09-18
2288,3,55,2,2024-03-29
2289,2,77,1,2023-11-12
2290,3,41,2,2025-10-05
2291,3,74,0,2025-01-10
2292,3,30,2,2025-11-15
2293,3,65,0,2025-02-24
2294,2,65,1,2024-06-09
2295,1,69,0,2024-09-01
2296,1,39,0,2026-05-18
2297,4,29,0,2024-08-20
2298,2,74,1,2025-04-08
2299,1,29,0,2026-01-15
2300,2,44,1,2023-10-26
2301,4,87,3,2024-06-25
2302,1,63,0,2026-03-12
2303,4,67,1,2025-09-07
2304,3,72,0,2025-01-14
2305,3,71,1,2024-07-04
2306,2,59,0,2024-12-14
2307,1,41,1,2024-09-30
2308,3,100,1,2023-08-29
2309,0,54,0,2023-05-26
2310,2,66,3,2024-07-30
2311,4,68,1,2024-12-14
2312,1,49,1,2025-03-22
2313,0,51,0,2024-05-19
2314,0,89,1,2025-02-06
2315,4,45,2,2024-10-02
2316,1,68,0,2025-06-24
2317,3,77,2,2024-10-28
2318,4,55,0,2025-06-19
2319,1,58,1,2025-09-09
2320,3,79,1,2024-08-20
2321,2,57,1,2024-09-02
2322,3,18,1,2026-02-11
2323,2,90,1,2024-10-08
2324,2,40,0,2024-12-04
2325,2,64,0,2026-05-02
2326,2,33,0,2023-12-17
2327,4,49,3,2024-11-30
2328,3,51,1,2024-09-06
2329,2,63,0,2026-02-25
2330,3,42,1,2025-04-25
2331,4,99,0,2024-05-09
2332,4,60,0,2024-08-30
2333,3,77,0,2023-08-25
2334,5,59,0,2026-07-08
2335,0,79,1,2024-06-03
2336,1,17,1,2024-11-11
2337,2,45,0,2024-07-04
2338,4,49,1,2025-05-03
2339,3,49,1,2025-01-06
2340,4,70,0,2024-09-30
2341,2,71,1,2024-03-24
2342,0,58,3,2024-11-26
2343,1,59,0,2025-12-29
2344,4,100,1,2024-10-25
2345,2,66,3,2024-05-27
2346,3,15,1,2024-11-04
2347,6,75,1,2024-08-13
2348,3,71,2,2025-08-10
2349,2,83,1,2024-09-24
2350,2,71,1,2024-11-22
2351,2,41,0,2025-02-02
2352,5,77,3,2024-09-04
2353,3,61,1,2023-10-12
2354,1,80,3,2025-03-23
2355,5,90,3,2023-12-09
2356,3,57,2,2025-07-04
2357,3,77,2,2024-02-12
2358,2,80,2,2025-04-21
2359,2,63,1,2025-04-06
2360,4,99,1,2025-02-24
2361,3,80,1,2024-10-07
2362,6,48,1,2024-08-25
2363,0,65,1,2023-05-02
2364,3,77,1,2024-02-25
2365,4,98,0,2024-12-18
2366,2,72,1,2026-02-01
2367,2,65,2,2025-03-24
2368,2,85,0,2024-08-11
2369,2,55,0,2024-08-16
2370,1,40,2,2024-06-28
2371,5,74,0,2025-11-12
2372,2,52,1,2024-08-28
2373,2,100,0,2024-02-12
2374,1,65,0,2024-09-27
2375,6,74,2,2025-10-05
2376,2,47,0,2025-08-08
2377,2,85,0,2024-11-26
2378,3,59,1,2024-09-29
2379,5,57,0,2025-01-17
2380,1,57,1,2024-08-06
2381,6,34,0,2023-10-26
2382,5,54,2,2023-10-11
2383,6,70,0,2024-12-13
2384,5,29,0,2026-01-02
2385,3,80,0,2025-03-07
2386,3,54,1,2023-12-11
2387,2,64,0,2024-04-17
2388,3,15,0,2026-02-06
2389,6,64,3,2025-03-23
2390,5,39,2,2024-10-07
2391,2,52,1,2023-07-25
2392,1,28,3,2024-11-26
2393,7,42,1,2024-09-06
2394,4,56,1,2025-01-18
2395,2,54,0,2026-04-30
2396,3,77,2,2025-11-17
2397,5,22,1,2025-07-19
2398,2,58,0,2025-02-22
2399,2,58,5,2025-01-17
2400,3,50,1,2023-10-24
2401,5,41,2,2023-12-19
2402,3,82,0,2025-09-16
2403,3,100,0,2023-08-01
2404,2,25,1,2025-02-12
2405,4,41,0,2024-03-07
2406,7,39,1,2024-05-31
2407,1,54,0,2025-05-26
2408,3,85,0,2024-04-11
2409,3,70,1,2025-03-02
2410,3,56,1,2024-05-05
2411,2,60,1,2025-03-23
2412,1,53,0,2025-10-08
2413,4,74,0,2023-09-25
2414,4,77,0,2024-02-16
2415,6,71,1,2025-05-02
2416,3,16,1,2024-03-18
2417,3,60,2,2023-09-02
2418,3,56,0,2025-01-29
2419,3,79,0,2025-10-18
2420,6,64,0,2025-09-14
2421,5,71,0,2025-12-01
2422,5,50,0,2024-01-21
2423,3,78,3,2025-01-22
2424,4,84,3,2026-07-11
2425,2,27,2,2025-06-22
2426,1,34,3,2024-08-22
2427,1,75,2,2023-11-01
2428,3,56,1,2024-09-03
2429,0,80,4,2024-12-19
2430,4,64,1,2024-07-31
2431,2,73,1,2024-07-05
2432,6,45,0,2024-09-11
2433,4,66,1,2024-05-21
2434,2,66,0,2023-12-25
2435,5,46,2,2024-06-18
2436,1,80,1,2025-02-12
2437,7,22,1,2026-01-03
2438,2,64,2,2025-04-21
2439,1,34,3,2024-12-15
2440,5,39,1,2023-05-31
2441,3,79,2,2023-03-29
2442,1,38,1,2023-12-15
2443,6,37,1,2023-11-24
2444,5,71,0,2026-04-26
2445,4,37,0,2025-01-07
2446,4,80,1,2024-11-28
2447,3,72,1,2025-02-21
2448,4,44,1,2024-06-16
2449,2,79,0,2024-12-28
2450,3,21,1,2025-05-21
2451,0,69,2,2025-10-06
2452,3,35,0,2023-08-10
2453,3,49,0,2025-06-19
2454,2,50,1,2025-02-01
2455,3,85,1,2025-01-25
2456,3,49,0,2024-05-26
2457,1,58,0,2025-06-05
2458,1,51,3,2024-12-15
2459,1,40,0,2023-12-07
2460,2,39,2,2024-11-17
2461,2,66,1,2025-01-30
2462,1,59,2,2025-01-25
2463,3,75,1,2025-03-17
2464,3,55,1,2025-08-16
2465,0,55,0,2025-02-14
2466,2,75,0,2025-08-17
2467,2,52,1,2024-11-30
2468,6,31,1,2023-12-19
2469,4,76,0,2025-08-05
2470,2,46,2,2023-03-17
2471,5,61,0,2024-02-26
2472,2,47,1,2024-12-15
2473,5,40,0,2025-07-04
2474,3,22,1,2023-07-26
2475,2,66,1,2024-11-12
2476,2,0,1,2024-12-26
2477,4,85,1,2024-05-31
2478,3,80,0,2025-06-24
2479,4,41,3,2024-12-20
2480,7,91,2,2024-04-27
2481,4,100,1,2026-03-11
2482,5,54,2,2024-09-17
2483,1,68,0,2024-09-27
2484,2,62,0,2025-10-28
2485,4,90,1,2025-03-27
2486,0,32,0,2025-04-13
2487,3,55,2,2025-03-28
2488,1,78,4,2024-05-01
2489,2,76,2,2025-12-01
2490,2,59,1,2024-10-06
2491,3,87,1,2024-03-17
2492,3,64,2,2025-02-23
2493,3,62,1,2025-02-21
2494,3,73,2,2025-10-26
2495,2,58,1,2025-01-20
2496,3,61,1,2023-12-25
2497,1,44,0,2025-01-12
2498,3,100,2,2024-11-20
2499,3,50,0,2024-01-21
2500,5,74,1,2024-09-20
2501,6,98,1,2026-02-19
2502,1,33,3,2023-12-26
2503,2,72,1,2024-11-25
2504,5,60,1,2023-10-02
2505,3,95,1,2024-07-02
2506,3,41,2,2024-09-28
2507,3,44,0,2025-04-15
2508,0,59,1,2023-08-18
2509,0,50,0,2024-06-04
2510,1,50,0,2025-08-18
2511,3,100,1,2024-10-20
2512,4,62,2,2025-01-28
2513,3,44,1,2025-11-20
2514,2,52,2,2025-01-30
2515,3,68,0,2025-11-27
2516,1,66,0,2023-09-26
2517,1,48,0,2025-10-06
2518,1,27,1,2023-09-26
2519,3,58,2,2025-06-12
2520,3,58,1,2024-10-01
2521,3,47,1,2025-01-10
2522,5,85,1,2024-12-03
2523,5,71,0,2025-06-06
2524,5,62,0,2025-04-24
2525,3,52,0,2025-11-27
2526,1,94,1,2024-04-29
2527,2,36,2,2024-11-25
2528,2,50,2,2023-08-14
2529,0,50,0,2025-08-17
2530,2,65,3,2025-08-24
2531,2,73,2,2025-06-22
2532,1,33,1,2025-04-07
2533,2,46,2,2025-06-26
2534,2,68,1,2025-01-05
2535,4,46,1,2025-08-23
2536,1,51,0,2024-12-10
2537,7,63,2,2025-05-16
2538,5,40,1,2024-09-08
2539,2,65,1,2025-06-15
2540,1,72,1,2025-08-21
2541,2,60,1,2024-04-20
2542,4,88,1,2023-12-30
2543,1,74,0,2024-01-12
2544,3,59,1,2025-01-11
2545,8,53,1,2024-12-19
2546,2,95,0,2025-02-09
2547,3,46,0,2024-09-29
2548,2,54,1,2024-06-15
2549,2,51,2,2025-06-25
2550,4,67,0,2024-09-18
2551,9,100,0,2025-08-03
2552,3,64,0,2025-02-28
2553,5,53,0,2025-02-12
2554,3,63,1,2025-03-19
2555,1,33,1,2025-05-07
2556,2,56,1,2024-06-08
2557,2,94,3,2025-06-06
2558,5,73,1,2024-09-27
2559,5,84,0,2023-12-31
2560,2,80,0,2024-11-18
2561,2,45,0,2025-11-07
2562,6,98,0,2025-10-14
2563,2,24,1,2024-09-02
2564,6,66,0,2024-10-14
2565,3,18,0,2025-02-12
2566,2,25,1,2025-01-03
2567,3,78,2,2024-03-03
2568,2,46,0,2024-06-21
2569,5,84,0,2024-09-17
2570,1,16,0,2024-01-15
2571,4,58,1,2023-12-31
2572,4,35,0,2024-09-03
2573,5,53,1,2025-05-22
2574,4,90,3,2026-05-19
2575,3,95,0,2024-09-13
2576,3,70,0,2024-12-08
2577,2,28,1,2024-12-02
2578,1,35,0,2023-08-31
2579,2,63,1,2024-10-09
2580,5,43,2,2025-03-21
2581,4,73,1,2024-11-07
2582,2,93,2,2025-07-28
2583,3,40,1,2023-12-28
2584,2,42,0,2023-11-11
2585,6,36,3,2023-12-17
2586,4,54,2,2025-02-27
2587,6,61,0,2024-12-24
2588,3,60,2,2024-03-28
2589,0,77,1,2025-04-20
2590,2,67,1,2023-10-18
2591,5,58,0,2025-08-14
2592,4,60,0,2025-12-28
2593,2,61,2,2023-12-08
2594,1,58,0,2026-01-24
2595,4,46,0,2025-01-16
2596,6,35,1,2024-02-06
2597,8,62,0,2023-10-28
2598,2,50,1,2024-10-17
2599,1,70,1,2024-09-10
2600,3,61,2,2025-08-05
2601,2,60,1,2023-11-09
2602,4,79,1,2025-09-08
2603,2,31,1,2024-04-25
2604,6,95,0,2023-11-24
2605,2,16,2,2025-11-18
2606,0,89,0,2024-02-02
2607,4,64,1,2024-12-25
2608,3,49,1,2026-04-05
2609,3,30,0,2024-08-21
2610,1,48,2,2025-06-05
2611,5,56,1,2026-01-08
2612,4,63,1,2024-09-12
2613,2,88,2,2024-05-10
2614,4,61,3,2025-04-20
2615,4,66,0,2025-02-12
2616,2,67,1,2026-01-28
2617,4,53,4,2024-08-30
2618,3,56,1,2024-07-18
2619,3,57,0,2025-05-06
2620,1,72,0,2026-01-15
2621,4,41,1,2023-10-15
2622,3,49,0,2025-08-25
2623,2,67,2,2024-05-20
2624,3,38,0,2023-10-22
2625,3,62,1,2025-02-03
2626,2,49,2,2025-01-30
2627,4,70,1,2023-08-12
2628,0,87,3,2025-09-29
2629,1,49,0,2024-12-17
2630,4,75,1,2024-04-28
2631,2,64,2,2024-12-16
2632,5,52,0,2024-06-26
2633,3,60,0,2023-12-19
2634,6,85,2,2025-03-10
2635,3,56,0,2025-06-20
2636,3,86,1,2025-10-28
2637,3,57,1,2024-09-23
2638,2,31,2,2024-03-22
2639,3,57,0,2024-10-24
2640,1,30,0,2024-09-26
2641,5,53,0,2026-03-12
2642,2,52,1,2025-02-25
2643,0,96,2,2024-12-25
2644,9,92,2,2024-12-30
2645,3,61,0,2023-06-21
2646,5,84,0,2024-07-13
2647,1,52,1,2025-10-18
2648,4,31,2,2024-11-23
2649,4,70,2,2024-12-31
2650,3,67,1,2024-07-13
2651,4,41,3,2025-03-04
2652,2,42,0,2024-08-23
2653,3,78,0,2025-05-31
2654,5,26,0,2025-12-22
2655,2,71,1,2025-03-05
2656,3,53,2,2024-06-19
2657,2,71,1,2023-04-27
2658,4,79,0,2025-03-04
2659,1,42,0,2024-01-07
2660,1,37,0,2025-01-08
2661,3,89,1,2026-01-19
2662,2,58,0,2024-01-29
2663,3,66,2,2024-02-12
2664,5,78,3,2026-01-06
2665,2,40,1,2025-08-03
2666,1,78,0,2025-03-12
2667,4,72,2,2025-09-15
2668,3,89,1,2025-11-23
2669,6,89,2,2025-01-12
2670,3,61,0,2023-06-27
2671,4,75,0,2025-04-14
2672,1,60,2,2026-02-23
2673,6,62,3,2024-01-15
2674,4,37,0,2024-04-12
2675,4,55,1,2024-10-24
2676,4,24,2,2024-07-07
2677,4,57,3,2025-01-01
2678,1,86,0,2023-11-09
2679,2,75,0,2023-07-07
2680,5,62,1,2024-07-18
2681,2,55,0,2025-06-07
2682,5,49,1,2024-02-26
2683,2,41,1,2025-01-17
2684,0,76,1,2024-07-10
2685,3,29,2,2024-06-16
2686,4,28,1,2023-12-18
2687,1,78,0,2025-01-15
2688,1,64,0,2024-12-11
2689,4,60,0,2024-03-10
2690,3,64,1,2024-12-05
2691,3,100,2,2025-02-20
2692,3,61,0,2025-07-17
2693,2,65,0,2025-07-21
2694,2,100,0,2024-12-05
2695,3,58,2,2023-09-20
2696,2,94,0,2026-02-24
2697,4,17,1,2024-02-14
2698,2,36,3,2025-03-26
2699,3,46,0,2025-05-06
2700,1,71,0,2025-01-08
2701,4,95,1,2025-04-16
2702,2,48,1,2025-11-13
2703,4,79,0,2025-08-23
2704,3,100,0,2025-04-21
2705,4,91,0,2024-04-04
2706,5,51,1,2025-12-24
2707,5,77,3,2023-10-24
2708,3,66,0,2025-08-17
2709,2,46,0,2024-06-30
2710,2,68,2,2025-03-24
2711,1,50,1,2025-09-01
2712,3,62,0,2023-09-20
2713,3,32,1,2024-03-02
2714,1,24,1,2024-10-31
2715,0,54,0,2024-06-04
2716,2,66,1,2023-10-13
2717,1,37,2,2024-07-20
2718,5,70,0,2025-12-13
2719,4,60,1,2025-08-07
2720,3,73,1,2025-05-31
2721,6,78,0,2025-11-09
2722,5,86,1,2025-10-30
2723,3,72,2,2024-11-17
2724,6,54,1,2025-01-30
2725,4,63,2,2025-12-29
2726,1,100,1,2024-03-19
2727,5,79,1,2024-02-25
2728,8,61,1,2025-07-17
2729,2,56,0,2026-02-12
2730,2,48,1,2023-10-27
2731,4,36,0,2025-12-18
2732,4,94,0,2024-08-22
2733,1,69,0,2025-10-28
2734,0,34,1,2025-08-25
2735,3,57,1,2024-08-13
2736,2,85,1,2023-11-11
2737,6,51,2,2024-10-29
2738,2,43,1,2023-11-28
2739,2,67,1,2023-10-17
2740,3,73,0,2025-05-05
2741,4,51,0,2025-08-23
2742,4,48,1,2024-11-19
2743,1,69,0,2024-12-28
2744,2,37,0,2025-01-19
2745,8,49,1,2023-09-22
2746,3,57,1,2024-05-13
2747,3,74,0,2024-03-28
2748,3,51,3,2025-08-06
2749,2,71,2,2024-09-01
2750,2,83,2,2024-03-08
2751,2,49,0,2025-03-02
2752,1,100,0,2024-08-13
2753,5,88,2,2024-10-19
2754,6,65,1,2025-02-09
2755,3,56,1,2024-09-04
2756,6,48,1,2025-11-14
2757,2,93,1,2024-08-12
2758,3,64,0,2023-04-06
2759,2,31,1,2024-07-10
2760,3,25,0,2024-03-13
2761,5,62,0,2024-07-16
2762,3,62,2,2024-05-12
2763,3,41,1,2024-08-19
2764,3,29,1,2025-04-03
2765,5,20,0,2024-09-15
2766,4,44,1,2024-09-01
2767,3,52,2,2025-06-06
2768,1,73,1,2026-06-04
2769,4,57,3,2024-09-09
2770,1,81,2,2024-07-03
2771,7,72,1,2025-07-08
2772,5,70,1,2024-09-27
2773,4,79,0,2024-04-17
2774,7,32,0,2024-08-20
2775,4,49,1,2025-09-28
2776,7,100,0,2024-03-31
2777,4,21,2,2024-02-03
2778,3,54,1,2024-12-09
2779,1,69,2,2025-01-21
2780,3,22,4,2026-03-01
2781,1,44,1,2024-04-27
2782,4,99,1,2024-10-04
2783,3,63,1,2024-03-31
2784,3,48,2,2024-03-14
2785,3,64,2,2024-09-07
2786,2,48,0,2023-03-07
2787,4,94,2,2025-03-01
2788,6,40,2,2025-05-09
2789,1,49,2,2023-12-23
2790,6,30,1,2023-07-14
2791,7,54,1,2025-03-22
2792,2,56,0,2026-05-19
2793,3,83,0,2025-01-16
2794,1,39,0,2024-10-29
2795,2,69,1,2025-03-09
2796,2,61,2,2025-08-09
2797,3,22,1,2025-06-21
2798,3,45,0,2025-07-30
2799,4,44,2,2024-06-19
2800,0,93,1,2025-07-10
2801,2,70,2,2024-12-11
2802,3,62,2,2025-06-30
2803,4,0,1,2023-07-03
2804,1,21,1,2025-12-03
2805,1,74,0,2024-03-08
2806,3,75,1,2024-04-29
2807,3,45,1,2024-10-28
2808,3,60,1,2025-03-30
2809,4,59,1,2025-07-17
2810,2,63,1,2025-09-07
2811,4,52,0,2023-09-01
2812,5,76,1,2024-09-06
2813,5,82,2,2024-04-16
2814,5,40,0,2024-06-24
2815,1,36,1,2024-03-13
2816,1,44,1,2025-06-17
2817,1,60,0,2025-10-16
2818,5,67,0,2025-02-25
2819,5,75,2,2024-09-02
2820,5,79,2,2026-01-11
2821,1,67,3,2025-07-23
2822,2,64,0,2023-10-25
2823,3,92,1,2024-02-18
2824,3,60,3,2025-10-07
2825,3,71,1,2024-04-18
2826,3,66,0,2024-05-11
2827,1,56,0,2025-05-23
2828,2,56,0,2024-12-02
2829,1,86,1,2023-11-14
2830,3,58,1,2024-06-02
2831,6,52,0,2025-04-04
2832,4,45,2,2025-08-10
2833,5,68,2,2026-04-27
2834,3,49,0,2023-10-20
2835,1,66,1,2024-06-09
2836,2,63,1,2024-04-02
2837,5,51,1,2023-09-30
2838,7,32,1,2023-08-13
2839,5,39,1,2025-01-16
2840,3,42,2,2024-05-24
2841,4,39,2,2024-05-31
2842,2,69,1,2025-03-17
2843,3,100,1,2025-11-18
2844,4,49,2,2026-02-16
2845,1,52,1,2024-01-02
2846,4,48,1,2024-05-20
2847,4,77,0,2023-12-05
2848,1,68,0,2025-07-17
2849,0,59,0,2024-08-28
2850,2,35,0,2024-02-13
2851,3,40,0,2026-02-03
2852,4,63,1,2025-01-25
2853,3,64,1,2023-06-29
2854,3,59,1,2024-05-28
2855,2,73,1,2025-02-13
2856,3,35,0,2024-01-28
2857,4,66,2,2024-09-12
2858,6,64,1,2025-10-02
2859,3,40,2,2025-01-16
2860,5,47,1,2025-12-04
2861,3,73,0,2025-05-30
2862,3,37,1,2025-08-04
2863,2,100,2,2024-09-15
2864,3,71,0,2024-01-26
2865,2,58,1,2024-09-28
2866,2,54,0,2023-09-23
2867,5,75,1,2025-03-31
2868,4,51,0,2024-10-16
2869,0,52,1,2024-08-27
2870,2,89,0,2024-10-07
2871,4,50,3,2024-03-31
2872,5,62,2,2024-11-18
2873,2,44,2,2023-08-11
2874,2,65,4,2025-07-09
2875,4,71,1,2025-10-21
2876,3,93,1,2023-07-30
2877,4,41,1,2025-09-16
2878,2,31,1,2025-02-27
2879,4,54,2,2025-10-12
2880,2,47,2,2025-03-04
2881,0,59,0,2025-07-23
2882,3,70,1,2024-05-26
2883,3,100,1,2024-12-10
2884,5,50,0,2025-11-27
2885,6,15,2,2025-04-26
2886,2,55,2,2025-08-10
2887,10,67,0,2025-03-05
2888,3,40,1,2024-04-10
2889,1,64,1,2026-02-21
2890,5,62,3,2024-04-10
2891,3,65,1,2025-09-26
2892,2,75,1,2024-10-15
2893,2,58,0,2024-10-22
2894,6,70,1,2024-07-17
2895,1,24,1,2024-06-05
2896,2,40,1,2025-03-15
2897,5,53,1,2025-10-22
2898,2,39,0,2025-01-12
2899,4,60,2,2024-02-15
2900,3,53,1,2024-09-19
2901,3,50,3,2025-06-22
2902,3,77,0,2023-08-01
2903,1,61,0,2025-04-11
2904,1,38,1,2024-02-10
2905,4,47,2,2026-01-24
2906,4,75,1,2024-08-01
2907,2,63,1,2025-01-06
2908,4,83,2,2025-12-25
2909,2,76,1,2025-03-03
2910,2,52,0,2024-11-04
2911,3,88,3,2024-12-26
