user_id,monthly_price,discount_percent,churned,churn_date
1310,999,0,1,2024-07-17
1311,499,20,1,2025-08-27
1312,1999,0,0,
1313,999,10,0,
1314,999,20,0,
1315,499,30,0,
1316,999,0,0,
1317,999,0,0,
1318,999,0,0,
1319,499,30,0,
1320,499,30,1,2025-04-03
1321,499,0,1,2024-06-05
1322,499,0,0,
1323,1999,10,0,
1324,499,10,0,
1325,1999,0,0,
1326,499,10,0,
1327,499,0,1,2024-09-01
1328,999,0,0,
1329,999,20,0,
1330,499,30,1,2024-12-25
1331,999,30,1,2024-08-04
1332,999,20,1,2024-06-28
1333,499,40,1,2024-07-28
1334,1999,0,0,
1335,1999,0,0,
1336,999,0,0,
1337,499,0,0,
1338,999,20,0,
1339,499,0,0,
1340,499,10,0,
1341,499,20,0,
1342,499,30,0,
1343,1999,20,0,
1344,999,0,0,
1345,999,20,0,
1346,499,10,0,
1347,499,10,0,
1348,499,0,0,
1349,1999,0,0,
1350,499,0,0,
1351,1999,0,0,
1352,999,0,0,
1353,499,0,0,
1354,999,40,0,
1355,499,0,0,
1356,1999,10,0,
1357,1999,10,0,
1358,499,10,0,
1359,499,0,1,2024-11-01
1360,999,20,1,2023-12-04
1361,1999,20,0,
1362,499,40,1,2025-03-23
1363,999,0,0,
1364,999,10,1,2025-02-18
1365,999,30,0,
1366,499,0,1,2025-10-31
1367,999,20,1,2024-07-03
1368,1999,0,0,
1369,499,0,1,2024-12-09
1370,499,30,0,
1371,1999,0,0,
1372,499,10,0,
1373,1999,10,0,
1374,499,0,0,
1375,499,40,1,2026-01-08
1376,1999,0,0,
1377,499,0,0,
1378,999,0,0,
1379,499,10,0,
1380,999,0,1,2025-09-08
1381,499,20,0,
1382,499,10,0,
1383,1999,0,1,2024-11-10
1384,499,20,0,
1385,999,10,0,
1386,499,30,0,
1387,999,30,1,2024-08-28
1388,499,40,0,
1389,1999,0,1,2024-08-30
1390,499,10,1,2023-10-26
1391,499,10,1,2023-11-11
1392,499,0,0,
1393,499,30,0,
1394,999,0,1,2024-06-20
1395,499,10,1,2024-08-01
1396,999,0,0,
1397,499,20,0,
1398,499,20,0,
1399,999,30,1,2025-06-12
1400,999,10,0,
1401,499,20,1,2024-03-20
1402,499,10,1,2025-06-17
1403,499,30,1,2025-06-25
1404,999,0,0,
1405,999,10,0,
1406,499,0,1,2025-02-04
1407,999,20,0,
1408,999,0,1,2024-07-11
1409,999,0,1,2025-05-31
1410,1999,30,0,
1411,499,10,0,
1412,499,40,0,
1413,499,10,1,2024-05-04
1414,499,10,0,
1415,999,20,0,
1416,1999,0,0,
1417,499,0,0,
1418,499,20,0,
1419,499,10,1,2024-06-12
1420,1999,30,1,2025-04-28
1421,499,0,0,
1422,999,10,0,
1423,499,0,0,
1424,499,20,0,
1425,1999,20,0,
1426,1999,0,1,2025-08-04
1427,499,10,0,
1428,1999,10,0,
1429,999,20,0,
1430,1999,10,0,
1431,499,0,0,
1432,999,40,0,
1433,499,30,1,2024-07-29
1434,999,10,0,
1435,499,20,0,
1436,499,0,0,
1437,499,0,0,
1438,999,20,0,
1439,499,0,0,
1440,999,0,0,
1441,1999,20,0,
1442,499,0,0,
1443,999,0,0,
1444,499,0,0,
1445,1999,10,0,
1446,499,20,1,2025-05-03
1447,999,0,0,
1448,999,10,0,
1449,1999,0,1,2024-10-29
1450,999,0,0,
1451,499,0,0,
1452,999,0,0,
1453,1999,0,0,
1454,999,30,0,
1455,499,30,0,
1456,1999,20,0,
1457,999,0,1,2023-09-08
1458,999,20,0,
1459,499,20,0,
1460,999,0,0,
1461,499,0,1,2025-05-01
1462,999,10,0,
1463,499,0,0,
1464,999,10,0,
1465,1999,0,0,
1466,499,10,0,
1467,1999,20,0,
1468,499,10,0,
1469,1999,0,0,
1470,999,30,1,2024-12-01
1471,999,0,0,
1472,999,10,0,
1473,1999,0,0,
1474,499,0,0,
1475,499,20,0,
1476,999,0,0,
1477,999,20,0,
1478,999,10,0,
1479,999,30,0,
1480,499,30,0,
1481,999,0,0,
1482,499,0,0,
1483,999,10,0,
1484,499,0,0,
1485,499,10,0,
1486,499,0,0,
1487,499,10,1,2023-09-04
1488,999,10,0,
1489,499,20,1,2025-03-14
1490,499,0,0,
1491,499,0,0,
1492,499,0,0,
1493,499,20,0,
1494,499,30,0,
1495,999,20,0,
1496,999,40,0,
1497,999,0,1,2025-11-04
1498,499,10,0,
1499,499,30,0,
1500,1999,0,1,2025-01-15
1501,999,30,0,
1502,499,10,0,
1503,499,40,1,2025-11-12
1504,499,0,0,
1505,499,10,0,
1506,499,0,0,
1507,999,0,0,
1508,999,30,1,2023-08-04
1509,999,10,0,
1510,999,20,0,
1511,999,20,0,
1512,999,10,1,2024-05-30
1513,1999,40,1,2023-12-21
1514,499,30,0,
1515,499,20,0,
1516,499,40,0,
1517,999,0,0,
1518,1999,0,0,
1519,499,0,0,
1520,1999,30,0,
1521,499,20,1,2025-02-19
1522,1999,30,1,2024-09-02
1523,499,0,0,
1524,499,0,1,2024-10-20
1525,499,10,0,
1526,499,0,0,
1527,499,30,0,
1528,499,10,1,2025-03-30
1529,999,20,0,
1530,999,10,0,
1531,499,10,1,2025-10-08
1532,999,20,0,
1533,999,0,0,
1534,499,30,1,2025-05-17
1535,499,10,0,
1536,499,0,1,2024-01-17
1537,499,20,0,
1538,999,20,0,
1539,499,40,0,
1540,999,30,0,
1541,999,0,0,
1542,499,0,0,
1543,999,0,0,
1544,499,0,0,
1545,1999,10,0,
1546,499,20,0,
1547,999,30,1,2025-05-08
1548,999,40,0,
1549,499,10,0,
1550,999,10,0,
1551,1999,20,0,
1552,999,10,0,
1553,999,0,0,
1554,1999,0,1,2025-05-05
1555,499,30,0,
1556,499,20,0,
1557,999,20,0,
1558,499,30,1,2024-01-23
1559,999,0,0,
1560,1999,10,0,
1561,499,0,0,
1562,499,20,0,
1563,999,0,1,2025-02-13
1564,499,20,0,
1565,999,0,0,
1566,499,10,0,
1567,999,30,0,
1568,499,0,0,
1569,999,0,0,
1570,499,30,0,
1571,999,20,0,
1572,499,10,0,
1573,999,10,1,2025-04-04
1574,1999,0,0,
1575,499,10,0,
1576,499,0,0,
1577,499,30,0,
1578,999,10,0,
1579,999,0,0,
1580,999,10,0,
1581,499,0,0,
1582,499,0,1,2025-05-29
1583,999,10,0,
1584,499,0,0,
1585,1999,20,0,
1586,499,30,1,2024-09-10
1587,999,40,0,
1588,499,20,0,
1589,499,40,0,
1590,999,0,0,
1591,999,10,0,
1592,1999,0,0,
1593,499,0,0,
1594,499,20,1,2025-03-23
1595,999,0,0,
1596,999,0,0,
1597,499,0,0,
1598,499,0,0,
1599,499,0,0,
1600,1999,0,0,
1601,499,0,0,
1602,499,30,0,
1603,499,0,0,
1604,499,0,1,2024-11-22
1605,499,0,0,
1606,999,0,0,
1607,499,0,0,
1608,999,20,0,
1609,499,40,1,2023-11-04
1610,999,20,0,
1611,1999,30,1,2025-03-16
1612,999,20,0,
1613,999,0,0,
1614,499,20,0,
1615,499,20,0,
1616,999,0,0,
1617,1999,30,1,2024-01-09
1618,999,40,1,2025-07-10
1619,999,10,0,
1620,999,0,1,2024-12-15
1621,499,0,0,
1622,499,10,0,
1623,999,0,0,
1624,1999,0,0,
1625,499,0,1,2023-12-08
1626,999,20,0,
1627,499,20,0,
1628,999,10,0,
1629,499,0,0,
1630,499,30,0,
1631,999,10,1,2024-04-26
1632,499,10,1,2024-01-18
1633,999,10,1,2025-05-13
1634,999,10,1,2025-01-17
1635,1999,30,0,
1636,499,20,0,
1637,499,10,1,2025-05-12
1638,499,20,0,
1639,1999,0,0,
1640,1999,0,0,
1641,999,10,1,2024-05-17
1642,999,0,0,
1643,999,0,0,
1644,999,10,0,
1645,499,10,0,
1646,999,10,0,
1647,499,0,1,2024-06-10
1648,999,0,1,2025-11-24
1649,999,0,0,
1650,999,30,0,
1651,499,0,0,
1652,499,0,0,
1653,499,0,0,
1654,499,40,0,
1655,499,10,0,
1656,1999,0,0,
1657,999,0,0,
1658,499,30,0,
1659,499,0,0,
1660,499,20,0,
1661,999,20,0,
1662,999,10,0,
1663,1999,30,0,
1664,499,0,0,
1665,1999,30,0,
1666,1999,20,0,
1667,499,30,1,2025-08-23
1668,1999,0,0,
1669,499,0,0,
1670,999,0,0,
1671,499,10,1,2025-03-05
1672,1999,0,1,2025-04-18
1673,1999,30,0,
1674,999,20,0,
1675,999,30,0,
1676,499,10,0,
1677,499,20,0,
1678,499,0,0,
1679,499,30,1,2024-06-07
1680,999,20,0,
1681,499,10,0,
1682,1999,30,0,
1683,999,30,1,2023-06-08
1684,999,0,0,
1685,499,30,0,
1686,1999,0,0,
1687,1999,10,0,
1688,499,0,0,
1689,999,30,0,
1690,999,10,1,2025-08-05
1691,499,30,1,2024-08-31
1692,999,20,0,
1693,499,30,1,2025-11-26
1694,499,30,0,
1695,499,30,0,
1696,499,0,0,
1697,499,0,0,
1698,499,20,0,
1699,1999,0,1,2025-06-14
1700,999,30,1,2023-04-07
1701,1999,30,0,
1702,499,0,0,
1703,499,0,0,
1704,999,20,0,
1705,499,20,1,2025-04-08
1706,499,10,0,
1707,999,0,1,2024-09-10
1708,499,0,0,
1709,999,20,0,
1710,999,20,0,
1711,499,0,0,
1712,499,0,0,
1713,999,10,0,
1714,499,10,0,
1715,499,30,1,2024-07-11
1716,1999,10,1,2024-06-08
1717,499,40,1,2025-12-15
1718,999,0,0,
1719,1999,20,1,2025-11-23
1720,499,20,0,
1721,499,20,0,
1722,499,0,1,2024-06-11
1723,499,0,0,
1724,499,20,0,
1725,999,20,0,
1726,499,0,1,2025-07-13
1727,999,0,0,
1728,1999,30,0,
1729,999,30,0,
1730,999,0,0,
1731,499,30,1,2024-02-10
1732,999,20,0,
1733,999,10,1,2024-10-18
1734,499,0,0,
1735,499,20,1,2024-08-22
1736,1999,30,0,
1737,499,0,0,
1738,499,10,0,
1739,499,30,1,2024-06-25
1740,499,40,0,
1741,999,0,0,
1742,999,20,0,
1743,999,0,0,
1744,499,10,1,2024-05-01
1745,499,20,0,
1746,499,10,0,
1747,499,0,0,
1748,499,10,0,
1749,999,0,0,
1750,499,0,0,
1751,999,10,0,
1752,499,40,0,
1753,499,20,0,
1754,499,0,1,2024-04-15
1755,1999,30,0,
1756,999,0,0,
1757,1999,0,0,
1758,499,20,0,
1759,499,10,1,2024-08-20
1760,999,20,0,
1761,499,20,0,
1762,999,20,0,
1763,499,10,0,
1764,499,0,0,
1765,499,30,0,
1766,499,0,0,
1767,999,10,1,2025-01-14
1768,499,0,0,
1769,499,0,0,
1770,499,0,0,
1771,499,0,0,
1772,999,40,0,
1773,1999,40,0,
1774,1999,10,0,
1775,999,10,0,
1776,499,0,1,2024-08-06
1777,999,30,0,
1778,499,0,1,2024-03-23
1779,499,0,0,
1780,999,10,0,
1781,499,0,0,
1782,1999,0,0,
1783,499,0,0,
1784,999,40,0,
1785,999,20,0,
1786,1999,10,1,2024-08-07
1787,999,0,0,
1788,999,10,0,
1789,499,20,0,
1790,999,20,0,
1791,499,30,1,2024-09-12
1792,999,0,1,2023-08-10
1793,999,0,1,2025-12-21
1794,999,10,0,
1795,499,30,0,
1796,499,10,0,
1797,999,20,0,
1798,499,0,0,
1799,499,30,0,
1800,499,20,0,
1801,1999,0,1,2025-01-17
1802,999,10,0,
1803,499,20,1,2024-07-21
1804,499,0,0,
1805,499,0,0,
1806,999,0,1,2024-09-30
1807,999,40,0,
1808,499,0,1,2025-05-13
1809,499,0,0,
1810,499,0,1,2025-01-25
1811,999,10,0,
1812,999,0,0,
1813,499,30,0,
1814,499,0,0,
1815,499,0,0,
1816,1999,10,1,2023-11-16
1817,499,0,0,
1818,999,0,0,
1819,999,30,0,
1820,499,10,0,
1821,499,30,0,
1822,499,0,0,
1823,999,20,0,
1824,999,20,1,2024-07-04
1825,999,10,0,
1826,999,20,0,
1827,499,30,0,
1828,1999,0,0,
1829,999,0,0,
1830,499,30,0,
1831,1999,0,0,
1832,999,10,1,2024-10-29
1833,999,10,0,
1834,999,20,0,
1835,999,20,1,2025-07-19
1836,999,10,0,
1837,499,30,0,
1838,499,0,0,
1839,1999,30,0,
1840,499,10,0,
1841,499,20,0,
1842,499,0,1,2025-02-20
1843,499,0,0,
1844,999,20,0,
1845,1999,0,0,
1846,499,0,0,
1847,499,0,0,
1848,499,20,0,
1849,1999,20,0,
1850,999,30,0,
1851,499,30,1,2023-09-06
1852,999,20,0,
1853,1999,0,0,
1854,999,0,0,
1855,1999,0,0,
1856,499,0,0,
1857,999,30,0,
1858,499,30,1,2024-09-21
1859,999,0,0,
1860,999,30,0,
1861,999,30,1,2025-08-01
1862,999,30,0,
1863,499,0,0,
1864,999,0,0,
1865,1999,10,0,
1866,1999,0,0,
1867,499,10,0,
1868,499,0,0,
1869,499,30,0,
1870,999,0,0,
1871,999,10,1,2024-11-06
1872,499,30,1,2023-08-10
1873,999,30,0,
1874,999,20,0,
1875,999,20,0,
1876,999,10,0,
1877,999,10,0,
1878,999,0,0,
1879,499,0,1,2025-10-11
1880,999,30,0,
1881,999,10,0,
1882,1999,0,0,
1883,999,20,0,
1884,999,20,1,2024-10-06
1885,499,0,0,
1886,499,10,0,
1887,499,10,1,2024-08-30
1888,499,10,0,
1889,999,10,0,
1890,1999,0,0,
1891,499,0,0,
1892,499,0,0,
1893,999,10,0,
1894,499,0,0,
1895,999,30,0,
1896,999,20,0,
1897,999,10,0,
1898,499,10,0,
1899,499,0,0,
1900,999,0,1,2024-05-17
1901,999,0,1,2025-07-28
1902,499,20,0,
1903,999,20,1,2025-11-13
1904,499,30,1,2023-10-01
1905,999,20,0,
1906,499,30,0,
1907,1999,40,0,
1908,499,40,0,
1909,499,10,0,
1910,499,0,0,
1911,499,0,1,2025-09-06
1912,1999,40,0,
1913,1999,0,0,
1914,499,0,0,
1915,499,0,1,2025-06-20
1916,999,20,1,2024-04-23
1917,1999,30,0,
1918,999,10,1,2024-12-20
1919,499,0,0,
1920,499,20,0,
1921,999,10,1,2024-04-02
1922,499,0,1,2025-01-18
1923,999,30,1,2024-01-16
1924,499,20,0,
1925,999,0,1,2023-12-30
1926,499,0,0,
1927,999,0,0,
1928,499,30,0,
1929,999,10,0,
1930,499,0,0,
1931,999,0,1,2025-10-31
1932,999,10,0,
1933,999,0,0,
1934,999,20,0,
1935,999,0,0,
1936,999,30,0,
1937,499,20,0,
1938,999,0,1,2024-09-13
1939,499,0,0,
1940,499,10,1,2024-01-16
1941,499,20,0,
1942,499,20,0,
1943,999,30,0,
1944,999,0,1,2023-08-24
1945,999,0,0,
1946,999,20,1,2024-08-03
1947,499,20,0,
1948,499,20,0,
1949,499,0,1,2024-05-10
1950,499,40,0,
1951,499,0,1,2025-07-26
1952,499,0,0,
1953,999,0,0,
1954,999,0,0,
1955,1999,30,0,
1956,1999,0,0,
1957,999,10,1,2025-03-16
1958,499,0,0,
1959,999,0,0,
1960,999,30,1,2024-06-03
1961,499,30,0,
1962,499,0,0,
1963,999,10,1,2024-07-01
1964,499,30,0,
1965,999,20,0,
1966,999,20,0,
1967,499,10,0,
1968,499,20,0,
1969,499,0,1,2025-06-22
1970,499,10,0,
1971,499,10,0,
1972,999,30,0,
1973,499,0,0,
1974,999,0,0,
1975,499,0,0,
1976,1999,10,0,
1977,499,20,0,
1978,499,0,0,
1979,1999,20,1,2026-03-02
1980,999,20,0,
1981,499,0,0,
1982,999,0,0,
1983,499,30,0,
1984,499,10,0,
1985,499,20,0,
1986,499,30,0,
1987,999,0,0,
1988,499,0,0,
1989,499,10,1,2025-06-16
1990,999,0,0,
1991,999,30,0,
1992,499,0,0,
1993,999,0,0,
1994,499,0,0,
1995,999,40,1,2024-03-13
1996,999,20,0,
1997,1999,20,0,
1998,499,0,0,
1999,499,0,0,
2000,499,30,1,2025-04-25
2001,499,10,0,
2002,499,0,0,
2003,1999,10,1,2024-01-12
2004,499,10,1,2023-11-21
2005,499,0,0,
2006,999,10,0,
2007,499,0,0,
2008,999,30,0,
2009,499,20,1,2024-08-24
2010,499,30,1,2026-01-07
2011,499,10,0,
2012,499,10,1,2024-10-09
2013,1999,20,0,
2014,499,10,0,
2015,999,10,0,
2016,499,10,0,
2017,499,10,1,2024-11-17
2018,1999,30,0,
2019,499,10,0,
2020,999,30,0,
2021,1999,30,0,
2022,999,20,0,
2023,1999,30,0,
2024,499,10,0,
2025,499,30,0,
2026,499,0,0,
2027,999,0,0,
2028,1999,20,0,
2029,499,0,0,
2030,999,20,0,
2031,499,0,0,
2032,999,40,0,
2033,499,10,0,
2034,1999,0,0,
2035,999,10,0,
2036,499,20,0,
2037,499,30,1,2024-05-14
2038,499,10,1,2024-01-21
2039,499,0,1,2025-01-31
2040,499,30,0,
2041,1999,40,1,2025-01-14
2042,999,0,0,
2043,999,0,1,2025-04-05
2044,499,10,0,
2045,1999,10,0,
2046,999,10,0,
2047,499,0,0,
2048,999,0,0,
2049,999,10,0,
2050,499,0,0,
2051,499,0,0,
2052,499,10,0,
2053,499,0,0,
2054,1999,10,0,
2055,999,20,0,
2056,999,0,0,
2057,499,20,0,
2058,499,10,0,
2059,999,0,0,
2060,999,20,1,2025-11-08
2061,499,0,1,2024-12-25
2062,999,0,0,
2063,999,0,0,
2064,499,10,0,
2065,499,10,1,2025-08-20
2066,999,0,0,
2067,499,30,1,2025-07-09
2068,499,0,0,
2069,499,0,0,
2070,499,0,1,2024-06-28
2071,999,0,0,
2072,999,40,0,
2073,499,20,1,2025-08-25
2074,1999,20,0,
2075,1999,10,1,2024-08-12
2076,1999,10,0,
2077,499,40,0,
2078,499,0,0,
2079,1999,0,0,
2080,999,0,0,
2081,499,0,0,
2082,499,20,0,
2083,499,0,1,2023-09-08
2084,1999,30,1,2024-09-27
2085,999,0,0,
2086,499,0,0,
2087,499,30,0,
2088,999,20,0,
2089,999,20,0,
2090,499,0,0,
2091,999,0,0,
2092,1999,30,0,
2093,499,20,0,
2094,999,0,0,
2095,499,0,0,
2096,999,0,0,
2097,999,30,1,2025-01-13
2098,999,20,0,
2099,999,20,1,2024-11-12
2100,499,20,0,
2101,1999,30,0,
2102,999,20,0,
2103,499,10,0,
2104,999,0,0,
2105,999,20,1,2025-03-31
2106,499,0,0,
2107,1999,20,0,
2108,1999,0,1,2025-07-13
2109,499,0,0,
2110,1999,0,0,
2111,499,0,1,2024-10-10
2112,499,0,0,
2113,499,0,1,2024-09-06
2114,1999,0,0,
2115,999,0,0,
2116,499,30,1,2023-06-24
2117,499,0,0,
2118,999,0,0,
2119,499,10,1,2023-09-22
2120,1999,30,0,
2121,999,0,0,
2122,999,0,0,
2123,1999,20,0,
2124,499,0,0,
2125,1999,30,0,
2126,999,10,0,
2127,999,10,0,
2128,499,10,0,
2129,1999,0,1,2024-09-10
2130,499,0,0,
2131,499,0,1,2025-03-08
2132,499,20,0,
2133,999,30,0,
2134,999,0,0,
2135,999,0,0,
2136,1999,10,0,
2137,499,0,0,
2138,999,0,0,
2139,499,30,1,2024-12-08
2140,1999,30,0,
2141,999,30,0,
2142,999,0,0,
2143,999,0,1,2023-08-13
2144,499,10,0,
2145,499,0,1,2025-05-14
2146,999,0,1,2025-10-07
2147,499,20,0,
2148,499,20,0,
2149,499,10,0,
2150,999,0,0,
2151,499,10,0,
2152,499,10,0,
2153,999,0,0,
2154,999,10,0,
2155,499,10,1,2025-10-02
2156,499,0,1,2024-05-26
2157,499,10,0,
2158,499,0,1,2024-01-03
2159,499,30,0,
2160,999,10,0,
2161,999,10,0,
2162,999,0,0,
2163,499,40,1,2025-02-28
2164,999,40,0,
2165,499,0,1,2024-11-12
2166,1999,30,0,
2167,999,20,0,
2168,499,20,1,2024-05-29
2169,999,0,0,
2170,499,0,1,2024-12-09
2171,999,10,0,
2172,499,0,0,
2173,499,30,0,
2174,1999,30,0,
2175,499,20,0,
2176,999,0,0,
2177,499,10,1,2025-05-12
2178,999,0,0,
2179,999,30,0,
2180,999,20,0,
2181,499,0,0,
2182,499,10,0,
2183,499,0,0,
2184,499,0,0,
2185,999,0,0,
2186,1999,30,1,2024-11-05
2187,1999,10,0,
2188,999,0,1,2024-11-05
2189,999,0,0,
2190,999,10,1,2025-04-18
2191,499,10,0,
2192,1999,0,0,
2193,999,10,0,
2194,999,0,0,
2195,499,30,0,
2196,499,0,0,
2197,499,30,0,
2198,1999,10,0,
2199,999,30,0,
2200,499,10,1,2024-11-01
2201,1999,30,0,
2202,499,0,0,
2203,499,0,0,
2204,499,0,0,
2205,999,0,0,
2206,1999,30,0,
2207,499,0,0,
2208,1999,40,0,
2209,499,20,1,2023-08-15
2210,1999,30,0,
2211,999,0,0,
2212,999,0,0,
2213,499,0,0,
2214,1999,20,0,
2215,999,40,0,
2216,499,0,1,2025-06-16
2217,999,20,0,
2218,499,0,0,
2219,1999,40,1,2024-01-06
2220,499,30,0,
2221,999,0,0,
2222,999,20,0,
2223,499,20,0,
2224,499,20,1,2025-10-31
2225,499,0,0,
2226,499,30,0,
2227,499,0,0,
2228,999,10,1,2024-11-01
2229,499,0,0,
2230,499,10,0,
2231,999,30,0,
2232,499,0,0,
2233,1999,30,0,
2234,1999,10,1,2024-02-09
2235,999,0,1,2024-07-27
2236,999,0,1,2025-02-02
2237,1999,10,1,2025-07-19
2238,499,0,0,
2239,499,30,1,2024-12-30
2240,499,0,1,2025-06-04
2241,999,10,1,2024-01-26
2242,499,10,0,
2243,999,0,0,
2244,1999,30,0,
2245,1999,0,1,2024-04-02
2246,999,30,0,
2247,499,0,0,
2248,999,0,0,
2249,999,30,0,
2250,499,20,0,
2251,499,20,0,
2252,1999,0,1,2024-07-16
2253,999,0,0,
2254,999,20,0,
2255,1999,10,0,
2256,999,0,0,
2257,999,0,0,
2258,499,30,1,2024-10-02
2259,499,30,0,
2260,499,0,0,
2261,999,20,0,
2262,999,0,1,2024-07-31
2263,1999,30,0,
2264,499,0,0,
2265,999,20,0,
2266,999,10,0,
2267,999,0,0,
2268,999,20,0,
2269,499,0,0,
2270,999,0,1,2024-03-03
2271,499,10,0,
2272,499,40,0,
2273,499,30,0,
2274,999,30,0,
2275,1999,30,0,
2276,999,10,0,
2277,999,0,1,2024-06-05
2278,999,30,1,2025-08-15
2279,999,0,0,
2280,499,40,0,
2281,499,10,0,
2282,499,10,0,
2283,499,0,0,
2284,499,0,1,2024-02-21
2285,499,20,0,
2286,499,0,1,2025-05-27
2287,1999,0,0,
2288,499,0,1,2024-04-19
2289,499,10,0,
2290,499,10,0,
2291,999,10,0,
2292,499,0,0,
2293,499,10,0,
2294,999,0,0,
2295,499,0,1,2025-02-14
2296,499,10,0,
2297,499,20,0,
2298,499,10,0,
2299,499,20,1,2024-12-16
2300,499,20,0,
2301,999,0,0,
2302,999,0,0,
2303,999,0,0,
2304,499,40,0,
2305,1999,0,0,
2306,499,30,0,
2307,499,20,1,2024-03-11
2308,999,20,0,
2309,499,10,0,
2310,499,10,0,
2311,999,0,0,
2312,1999,0,0,
2313,499,0,0,
2314,999,30,0,
2315,1999,10,1,2024-02-26
2316,499,20,1,2025-05-26
2317,499,30,0,
2318,499,10,0,
2319,499,0,1,2024-12-29
2320,499,30,1,2023-11-16
2321,1999,0,0,
2322,999,0,0,
2323,999,0,0,
2324,499,10,0,
2325,999,30,1,2025-10-22
2326,1999,10,0,
2327,999,10,0,
2328,499,10,0,
2329,999,20,0,
2330,499,20,0,
2331,499,0,0,
2332,499,0,0,
2333,999,0,0,
2334,999,20,0,
2335,499,20,1,2024-03-30
2336,499,10,0,
2337,499,0,1,2025-05-03
2338,499,0,0,
2339,499,20,0,
2340,499,0,0,
2341,999,10,1,2024-06-14
2342,499,30,0,
2343,499,0,1,2025-12-11
2344,499,0,0,
2345,1999,30,0,
2346,999,0,0,
2347,999,40,0,
2348,499,30,1,2024-11-06
2349,999,10,1,2023-10-25
2350,499,20,0,
2351,999,0,0,
2352,1999,0,0,
2353,999,10,1,2023-09-20
2354,1999,10,1,2024-03-19
2355,999,40,1,2023-11-25
2356,499,10,0,
2357,1999,20,0,
2358,499,0,1,2024-06-15
2359,999,20,0,
2360,499,0,0,
2361,499,20,0,
2362,499,30,0,
2363,499,10,0,
2364,499,0,1,2025-02-07
2365,999,10,0,
2366,499,30,1,2025-01-14
2367,499,20,0,
2368,999,20,0,
2369,499,20,0,
2370,999,30,0,
2371,999,0,0,
2372,999,30,0,
2373,999,30,1,2024-09-26
2374,499,10,1,2023-11-25
2375,999,10,0,
2376,499,30,1,2024-11-20
2377,499,30,1,2025-07-15
2378,999,40,0,
2379,499,20,0,
2380,999,0,0,
2381,999,0,0,
2382,1999,30,1,2024-03-19
2383,1999,20,0,
2384,499,0,0,
2385,499,0,0,
2386,999,0,0,
2387,499,0,0,
2388,999,30,0,
2389,999,30,1,2025-03-08
2390,999,30,0,
2391,499,0,0,
2392,499,0,0,
2393,499,0,0,
2394,499,0,0,
2395,1999,0,1,2026-01-16
2396,499,40,0,
2397,499,30,0,
2398,499,0,1,2024-05-19
2399,999,0,0,
2400,999,0,0,
2401,499,20,0,
2402,499,20,1,2025-07-16
2403,499,20,0,
2404,499,30,0,
2405,999,0,0,
2406,999,0,0,
2407,499,0,0,
2408,499,0,0,
2409,1999,20,0,
2410,499,0,0,
2411,999,10,0,
2412,499,20,1,2025-09-15
2413,499,10,0,
2414,499,0,0,
2415,999,10,0,
2416,1999,0,0,
2417,499,30,1,2024-04-25
2418,499,10,1,2024-07-18
2419,499,0,0,
2420,499,20,0,
2421,499,0,0,
2422,499,0,0,
2423,999,0,0,
2424,499,0,0,
2425,499,40,0,
2426,1999,10,0,
2427,499,0,0,
2428,1999,10,0,
2429,499,10,1,2025-02-05
2430,1999,0,0,
2431,999,10,0,
2432,999,20,1,2025-11-15
2433,1999,0,0,
2434,499,10,1,2023-12-29
2435,1999,30,0,
2436,499,0,1,2025-05-10
2437,499,10,1,2025-03-29
2438,499,40,0,
2439,999,30,0,
2440,499,10,0,
2441,999,20,1,2023-05-14
2442,999,10,0,
2443,999,40,0,
2444,999,0,0,
2445,499,20,1,2025-01-02
2446,499,0,0,
2447,499,0,0,
2448,499,20,1,2025-04-27
2449,499,20,0,
2450,499,0,0,
2451,499,0,0,
2452,1999,0,0,
2453,999,30,0,
2454,499,10,0,
2455,999,10,0,
2456,499,30,0,
2457,499,20,0,
2458,999,30,1,2025-03-19
2459,499,30,1,2024-10-18
2460,499,0,0,
2461,1999,20,0,
2462,1999,10,0,
2463,999,10,0,
2464,999,20,0,
2465,999,0,0,
2466,499,30,1,2026-05-01
2467,499,0,1,2025-02-04
2468,499,10,0,
2469,499,0,0,
2470,999,10,1,2023-07-08
2471,499,40,0,
2472,1999,10,0,
2473,1999,20,0,
2474,999,0,0,
2475,999,10,0,
2476,1999,30,0,
2477,499,30,0,
2478,999,10,1,2025-10-22
2479,499,20,0,
2480,999,0,0,
2481,499,10,0,
2482,1999,20,0,
2483,1999,0,0,
2484,499,30,1,2025-01-13
2485,499,20,1,2025-03-21
2486,1999,20,1,2024-10-19
2487,499,0,1,2024-02-08
2488,1999,0,0,
2489,999,20,1,2025-12-17
2490,499,10,1,2024-10-05
2491,499,10,0,
2492,499,0,1,2025-11-02
2493,999,10,0,
2494,499,20,0,
2495,999,20,1,2024-09-11
2496,499,10,0,
2497,999,20,0,
2498,1999,30,0,
2499,1999,30,1,2023-07-17
2500,499,10,0,
2501,999,0,0,
2502,999,0,1,2024-03-03
2503,999,10,0,
2504,1999,0,0,
2505,499,10,0,
2506,499,10,0,
2507,1999,20,0,
2508,499,0,1,2024-08-06
2509,999,0,0,
2510,1999,30,0,
2511,499,0,0,
2512,1999,30,0,
2513,499,10,1,2025-02-10
2514,999,0,0,
2515,999,0,1,2025-06-29
2516,1999,10,0,
2517,499,0,0,
